
"Service name";"Call Mode";"Contact Id";"Database";"Database date";"Contact phone";"Day";"Time";"Full date";"Observations";"Agent";"Agent's description";"Coordinators";"Contact situation";"Contact status";"Call attempt";"Dialing mode";"Callback date";"Hangup cause";"Last call direction";"Last call id";"Last call status";"Last call date";"Last call time";"Last call datetime";"Last call answer date";"Last call answer time";"Last call answer datetime";"Last call hangup date";"Last call hangup time";"Last call hangup datetime";"Result";"TIPOLOGÍA";"SUBTIPOLOGÍA";"Weight";"Record ids";"Call mode Group";"Phone 4";"Phone";"Nombre";"Móvil";"Phone 5";"Phone 3";"Field agent";"radio contacto";"radio SF";"yeeeees";"coconut";"depende";"radio SF";"Insert date";
"contactoJulia2.0";"manualContacto";"15330";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-15";"09:36:14";"2020-01-15 09:36:14";"";"agenteF";"best agente ever";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"Normal Call Clearing";"O";"3832";"Cancelled";"2020-01-15";"09:36:02";"2020-01-15 09:36:02";"";"";"";"2020-01-15";"09:36:14";"2020-01-15 09:36:14";"Touched";"";"";"";"";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-15 09:36:02";
"contactoJulia2.0";"manualContacto";"15331";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-15";"09:36:33";"2020-01-15 09:36:33";"";"agenteF";"best agente ever";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"Normal Call Clearing";"O";"3833";"Cmplete";"2020-01-15";"09:36:23";"2020-01-15 09:36:23";"2020-01-15";"09:36:29";"2020-01-15 09:36:29";"2020-01-15";"09:36:33";"2020-01-15 09:36:33";"Touched";"";"";"";"1577";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-15 09:36:22";
"contactoJulia2.0";"manualContacto";"15332";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-15";"09:56:22";"2020-01-15 09:56:22";"";"agenteF";"best agente ever";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"Normal Call Clearing";"O";"3834";"Cmplete";"2020-01-15";"09:55:57";"2020-01-15 09:55:57";"2020-01-15";"09:56:16";"2020-01-15 09:56:16";"2020-01-15";"09:56:22";"2020-01-15 09:56:22";"Touched";"";"";"";"1579";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-15 09:55:56";
"contactoJulia2.0";"manualContacto";"15333";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-15";"09:57:04";"2020-01-15 09:57:04";"";"agenteE";"Pepito";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"Normal Call Clearing";"O";"3835";"Cmplete";"2020-01-15";"09:56:42";"2020-01-15 09:56:42";"2020-01-15";"09:56:51";"2020-01-15 09:56:51";"2020-01-15";"09:57:04";"2020-01-15 09:57:04";"Touched";"";"";"";"1581";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-15 09:56:42";
"contactoJulia2.0";"manualContacto";"15334";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-15";"09:57:39";"2020-01-15 09:57:39";"";"agenteF";"best agente ever";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"Normal Call Clearing";"O";"3836";"Cmplete";"2020-01-15";"09:57:27";"2020-01-15 09:57:27";"2020-01-15";"09:57:33";"2020-01-15 09:57:33";"2020-01-15";"09:57:39";"2020-01-15 09:57:39";"Touched";"";"";"";"1583";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-15 09:57:27";
"contactoJulia2.0";"manualContacto";"15336";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-15";"10:51:00";"2020-01-15 10:51:00";"";"agenteE";"Pepito";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"Normal Call Clearing";"O";"3839";"Cmplete";"2020-01-15";"10:50:25";"2020-01-15 10:50:25";"2020-01-15";"10:50:35";"2020-01-15 10:50:35";"2020-01-15";"10:51:00";"2020-01-15 10:51:00";"Touched";"";"";"";"1588";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-15 10:50:25";
"contactoJulia2.0";"manualContacto";"15337";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-15";"10:52:27";"2020-01-15 10:52:27";"";"agenteE";"Pepito";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"Normal Call Clearing";"O";"3841";"Cancelled";"2020-01-15";"10:52:22";"2020-01-15 10:52:22";"";"";"";"2020-01-15";"10:52:27";"2020-01-15 10:52:27";"Touched";"";"";"";"";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-15 10:52:22";
"contactoJulia2.0";"manualContacto";"15338";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-15";"10:56:32";"2020-01-15 10:56:32";"";"agenteF";"best agente ever";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"User Busy";"O";"3842";"Rejected";"2020-01-15";"10:56:26";"2020-01-15 10:56:26";"";"";"";"2020-01-15";"10:56:32";"2020-01-15 10:56:32";"Touched";"";"";"";"";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-15 10:56:25";
"contactoJulia2.0";"manualContacto";"15339";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-15";"10:58:31";"2020-01-15 10:58:31";"";"agenteF";"best agente ever";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"Normal Call Clearing";"O";"3845";"Cancelled";"2020-01-15";"10:58:24";"2020-01-15 10:58:24";"";"";"";"2020-01-15";"10:58:31";"2020-01-15 10:58:31";"Touched";"";"";"";"";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-15 10:58:23";
"contactoJulia2.0";"manualContacto";"15340";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-15";"11:03:37";"2020-01-15 11:03:37";"";"agenteF";"best agente ever";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"Normal Call Clearing";"O";"3846";"Cancelled";"2020-01-15";"11:03:24";"2020-01-15 11:03:24";"";"";"";"2020-01-15";"11:03:37";"2020-01-15 11:03:37";"Touched";"";"";"";"";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-15 11:03:23";
"contactoJulia2.0";"manualContacto";"15341";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-15";"11:06:08";"2020-01-15 11:06:08";"";"agenteF";"best agente ever";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"Normal Call Clearing";"O";"3848";"Unanswered";"2020-01-15";"11:05:36";"2020-01-15 11:05:36";"";"";"";"2020-01-15";"11:06:08";"2020-01-15 11:06:08";"Touched";"";"";"";"";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-15 11:05:36";
"contactoJulia2.0";"manualContacto";"15342";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-15";"11:07:52";"2020-01-15 11:07:52";"";"agenteF";"best agente ever";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"Normal Call Clearing";"O";"3850";"Cancelled";"2020-01-15";"11:07:45";"2020-01-15 11:07:45";"";"";"";"2020-01-15";"11:07:52";"2020-01-15 11:07:52";"Touched";"";"";"";"";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-15 11:07:45";
"contactoJulia2.0";"manualContacto";"15343";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-15";"11:08:28";"2020-01-15 11:08:28";"";"agenteF";"best agente ever";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"Normal Call Clearing";"O";"3852";"Cancelled";"2020-01-15";"11:08:23";"2020-01-15 11:08:23";"";"";"";"2020-01-15";"11:08:28";"2020-01-15 11:08:28";"Touched";"";"";"";"";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-15 11:08:22";
"contactoJulia2.0";"manualContacto";"15344";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-15";"11:10:25";"2020-01-15 11:10:25";"";"agenteF";"best agente ever";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"Normal Call Clearing";"O";"3854";"Unanswered";"2020-01-15";"11:09:54";"2020-01-15 11:09:54";"";"";"";"2020-01-15";"11:10:25";"2020-01-15 11:10:25";"Touched";"";"";"";"";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-15 11:09:53";
"contactoJulia2.0";"manualContacto";"15345";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-15";"11:21:50";"2020-01-15 11:21:50";"";"agenteF";"best agente ever";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"Normal Call Clearing";"O";"3856";"Cancelled";"2020-01-15";"11:21:42";"2020-01-15 11:21:42";"";"";"";"2020-01-15";"11:21:50";"2020-01-15 11:21:50";"Touched";"";"";"";"";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-15 11:21:42";
"contactoJulia2.0";"manualContacto";"15346";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-15";"11:22:58";"2020-01-15 11:22:58";"";"agenteF";"best agente ever";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"Normal Call Clearing";"O";"3857";"Cancelled";"2020-01-15";"11:22:52";"2020-01-15 11:22:52";"";"";"";"2020-01-15";"11:22:58";"2020-01-15 11:22:58";"Touched";"";"";"";"";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-15 11:22:51";
"contactoJulia2.0";"manualContacto";"15347";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-15";"11:23:54";"2020-01-15 11:23:54";"";"agenteF";"best agente ever";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"Normal Call Clearing";"O";"3860";"Cancelled";"2020-01-15";"11:23:44";"2020-01-15 11:23:44";"";"";"";"2020-01-15";"11:23:54";"2020-01-15 11:23:54";"Touched";"";"";"";"";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-15 11:23:44";
"contactoJulia2.0";"manualContacto";"15348";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-15";"11:24:17";"2020-01-15 11:24:17";"";"agenteF";"best agente ever";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"User Busy";"O";"3861";"Rejected";"2020-01-15";"11:24:09";"2020-01-15 11:24:09";"";"";"";"2020-01-15";"11:24:17";"2020-01-15 11:24:17";"Touched";"";"";"";"";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-15 11:24:09";
"contactoJulia2.0";"manualContacto";"15349";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-15";"11:27:07";"2020-01-15 11:27:07";"";"agenteF";"best agente ever";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"Normal Call Clearing";"O";"3863";"Cancelled";"2020-01-15";"11:27:01";"2020-01-15 11:27:01";"";"";"";"2020-01-15";"11:27:07";"2020-01-15 11:27:07";"Touched";"";"";"";"";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-15 11:27:01";
"contactoJulia2.0";"manualContacto";"15350";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-15";"11:27:51";"2020-01-15 11:27:51";"";"agenteF";"best agente ever";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"Normal Call Clearing";"O";"3865";"Cancelled";"2020-01-15";"11:27:45";"2020-01-15 11:27:45";"";"";"";"2020-01-15";"11:27:51";"2020-01-15 11:27:51";"Touched";"";"";"";"";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-15 11:27:45";
"contactoJulia2.0";"manualContacto";"15351";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-15";"11:31:09";"2020-01-15 11:31:09";"";"agenteF";"best agente ever";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"Normal Call Clearing";"O";"3869";"Cmplete";"2020-01-15";"11:30:58";"2020-01-15 11:30:58";"2020-01-15";"11:31:05";"2020-01-15 11:31:05";"2020-01-15";"11:31:10";"2020-01-15 11:31:10";"Touched";"";"";"";"1605";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-15 11:30:58";
"contactoJulia2.0";"manualContacto";"15352";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-15";"11:31:45";"2020-01-15 11:31:45";"";"agenteF";"best agente ever";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"User Busy";"O";"3870";"Rejected";"2020-01-15";"11:31:37";"2020-01-15 11:31:37";"";"";"";"2020-01-15";"11:31:45";"2020-01-15 11:31:45";"Touched";"";"";"";"";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-15 11:31:36";
"contactoJulia2.0";"entranteContacto";"15353";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-15";"11:33:20";"2020-01-15 11:33:20";"";"agenteE";"Pepito";"coordiJulia";"Touched";"Enabled";"0";"";"";"Not contacted";"";"0";"";"";"";"";"";"";"";"";"";"";"Touched";"";"";"";"";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-15 11:31:53";
"contactoJulia2.0";"manualContacto";"15354";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-15";"11:33:58";"2020-01-15 11:33:58";"";"agenteF";"best agente ever";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"Normal Call Clearing";"O";"3873";"Cmplete";"2020-01-15";"11:33:48";"2020-01-15 11:33:48";"2020-01-15";"11:33:54";"2020-01-15 11:33:54";"2020-01-15";"11:33:58";"2020-01-15 11:33:58";"Touched";"";"";"";"1610";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-15 11:33:47";
"contactoJulia2.0";"manualContacto";"15355";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-15";"11:36:12";"2020-01-15 11:36:12";"";"agenteF";"best agente ever";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"Normal Call Clearing";"O";"3876";"Cmplete";"2020-01-15";"11:35:50";"2020-01-15 11:35:50";"2020-01-15";"11:35:57";"2020-01-15 11:35:57";"2020-01-15";"11:36:08";"2020-01-15 11:36:08";"Touched";"";"";"";"1613";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-15 11:35:50";
"contactoJulia2.0";"manualContacto";"15361";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"";"2020-01-17";"09:36:02";"2020-01-17 09:36:02";"";"";"";"";"Touched";"Enabled";"0";"";"";"Not contacted";"";"0";"";"";"";"";"";"";"";"";"";"";"Touched";"";"";"";"";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-17 09:36:02";
"contactoJulia2.0";"manualContacto";"15362";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"";"2020-01-17";"09:38:51";"2020-01-17 09:38:51";"";"";"";"";"Touched";"Enabled";"0";"";"";"Not contacted";"";"0";"";"";"";"";"";"";"";"";"";"";"Touched";"";"";"";"";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-17 09:38:51";
"contactoJulia2.0";"manualContacto";"15363";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-20";"09:28:26";"2020-01-20 09:28:26";"";"agenteE";"Pepito";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"User Busy";"O";"3886";"Agent Rejected";"2020-01-20";"09:28:23";"2020-01-20 09:28:23";"";"";"";"2020-01-20";"09:28:26";"2020-01-20 09:28:26";"Touched";"";"";"";"";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-17 09:41:44";
"contactoJulia2.0";"manualContacto";"15383";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"";"2020-01-20";"11:35:04";"2020-01-20 11:35:04";"";"";"";"";"Touched";"Enabled";"0";"";"";"Not contacted";"";"0";"";"";"";"";"";"";"";"";"";"";"Touched";"";"";"";"";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-20 11:35:04";
"contactoJulia2.0";"manualContacto";"15384";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"";"2020-01-20";"11:36:02";"2020-01-20 11:36:02";"";"";"";"";"Touched";"Enabled";"0";"";"";"Not contacted";"";"0";"";"";"";"";"";"";"";"";"";"";"Touched";"";"";"";"";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-20 11:36:02";
"contactoJulia2.0";"entranteContacto";"15385";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-20";"11:46:14";"2020-01-20 11:46:14";"";"agenteE";"Pepito";"coordiJulia";"Closed";"Enabled";"0";"Incoming";"";"Normal Call Clearing";"I";"3890";"Attended";"2020-01-20";"11:45:32";"2020-01-20 11:45:32";"2020-01-20";"11:45:46";"2020-01-20 11:45:46";"2020-01-20";"11:46:01";"2020-01-20 11:46:01";"Positive";"Que se vaya";"prueba";"";"1624";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"1 - Islam";"2020-01-20 11:44:48";
"contactoJulia2.0";"manualContacto";"15410";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-21";"10:40:05";"2020-01-21 10:40:05";"";"agenteE";"Pepito";"coordiJulia";"Closed";"Enabled";"0";"";"";"Not contacted";"";"0";"";"";"";"";"";"";"";"";"";"";"Positive";"Cerrar";"Positivo";"";"";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"1 - Islam";"2020-01-21 10:38:23";
"contactoJulia2.0";"manualContacto";"15411";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"";"2020-01-21";"10:40:16";"2020-01-21 10:40:16";"";"";"";"";"Touched";"Enabled";"0";"";"";"Not contacted";"";"0";"";"";"";"";"";"";"";"";"";"";"Touched";"";"";"";"";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-21 10:40:16";
"contactoJulia2.0";"manualContacto";"15412";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-21";"10:40:52";"2020-01-21 10:40:52";"";"agenteE";"Pepito";"coordiJulia";"Closed";"Enabled";"1";"Manual";"";"Normal Call Clearing";"O";"3895";"Cmplete";"2020-01-21";"10:40:25";"2020-01-21 10:40:25";"2020-01-21";"10:40:31";"2020-01-21 10:40:31";"2020-01-21";"10:40:44";"2020-01-21 10:40:44";"Positive";"Cerrar";"Positivo";"";"1627";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"1 - Islam";"2020-01-21 10:40:25";
"contactoJulia2.0";"manualContacto";"15495";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-01-30";"12:40:54";"2020-01-30 12:40:54";"";"agenteE";"Pepito";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"Normal Call Clearing";"O";"4134";"Cmplete";"2020-01-30";"12:40:31";"2020-01-30 12:40:31";"2020-01-30";"12:40:47";"2020-01-30 12:40:47";"2020-01-30";"12:40:54";"2020-01-30 12:40:54";"Touched";"";"";"";"1852";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-01-30 12:40:30";
"contactoJulia2.0";"manualContacto";"15559";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"661356388";"2020-02-13";"12:01:58";"2020-02-13 12:01:58";"";"agenteE";"Pepito";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"Normal Call Clearing";"O";"4220";"Cancelled";"2020-02-13";"12:01:50";"2020-02-13 12:01:50";"";"";"";"2020-02-13";"12:01:58";"2020-02-13 12:01:58";"Touched";"";"";"";"";"";"";"661356388";"Default";"";"";"";"";"";"";"";"";"";"";"2020-02-13 12:01:50";
"contactoJulia2.0";"manualContacto";"15560";"Por defecto (manualContacto) (manualContacto)";"2019-10-31";"662179631";"2020-02-13";"12:06:46";"2020-02-13 12:06:46";"";"agenteE";"Pepito";"coordiJulia";"Touched";"Enabled";"1";"Manual";"";"Normal Call Clearing";"O";"4221";"Cancelled";"2020-02-13";"12:06:41";"2020-02-13 12:06:41";"";"";"";"2020-02-13";"12:06:46";"2020-02-13 12:06:46";"Touched";"";"";"";"";"";"";"662179631";"Default";"";"";"";"";"";"";"";"";"";"";"2020-02-13 12:06:41";
